customer_id,total_revenue,total_units,total_orders,products_purchased,branches_used,first_order_date,last_order_date,average_order_value,purchase_frequency,customer_purchase_status,customer_value_segment,order_frequency_segment,revenue_score,order_score,unit_score,customer_performance_score,performance_category
C0130,47762000,2666,41,30,1,2019-02-17,2024-11-16,1164926.8292682928,0.015378844711177795,Repeat Customer,Medium Value,Medium Frequency,55.61674124230207,65.07936507936508,57.63078253350626,58.858336651661816,Medium Performance
C0131,57656260,2892,39,30,1,2019-02-21,2024-06-14,1478365.641025641,0.013485477178423237,Repeat Customer,Medium Value,Medium Frequency,67.13817037433297,61.904761904761905,62.51621271076524,64.64375630074811,Medium Performance
C0132,40004370,2419,39,30,1,2019-02-22,2024-10-01,1025753.0769230769,0.016122364613476645,Repeat Customer,Low Value,Medium Frequency,46.58332345486604,61.904761904761905,52.291396454820585,52.32136958982571,Low Performance
C0133,42807750,2030,31,30,1,2019-03-27,2024-04-07,1380895.1612903227,0.015270935960591134,Repeat Customer,Low Value,Low Frequency,49.8477357504953,49.2063492063492,43.88240380458279,48.46225339806897,Low Performance
C0134,71908050,3863,50,30,1,2019-03-03,2024-11-24,1438161.0,0.012943308309603935,Repeat Customer,High Value,High Frequency,83.73375089168208,79.36507936507937,83.50626891482923,82.3776530383307,High Performance
C0135,61465530,3145,45,30,1,2019-03-09,2024-08-27,1365900.6666666667,0.014308426073131956,Repeat Customer,High Value,High Frequency,71.57389718460189,71.42857142857143,67.98530047557286,70.81258011598695,High Performance
C0136,41124050,2411,42,30,1,2019-03-23,2024-11-13,979144.0476190476,0.017420157610949814,Repeat Customer,Low Value,Medium Frequency,47.88714140290383,66.66666666666666,52.11846087332469,54.367262876116854,Medium Performance
C0137,44868410,2094,28,30,1,2019-06-13,2024-12-12,1602443.2142857143,0.013371537726838587,Repeat Customer,Medium Value,Low Frequency,52.247283382679086,44.44444444444444,45.26588845654994,48.51015271598286,Low Performance
C0138,54457080,2943,41,30,1,2019-01-10,2024-12-25,1328221.463414634,0.013931362555215767,Repeat Customer,Medium Value,Medium Frequency,63.412866445528735,65.07936507936508,63.61867704280155,63.9539781551342,Medium Performance
C0139,38021440,2222,36,30,1,2019-03-13,2024-11-10,1056151.111111111,0.016201620162016202,Repeat Customer,Low Value,Low Frequency,44.274288977423765,57.14285714285714,48.03285776048422,48.88657318366587,Low Performance
C0140,58201560,3053,44,30,1,2019-01-12,2024-11-24,1322762.7272727273,0.014412053717654767,Repeat Customer,High Value,High Frequency,67.77314816000835,69.84126984126983,65.99654128837008,68.03826329005913,High Performance
C0141,59888120,2727,40,30,1,2019-04-06,2024-11-15,1497203.0,0.014668133480014669,Repeat Customer,High Value,Medium Frequency,69.73707285138678,63.49206349206349,58.949416342412455,65.70603874179493,Medium Performance
C0142,68942040,3418,48,30,1,2019-02-06,2024-12-08,1436292.5,0.014043300175541252,Repeat Customer,High Value,High Frequency,80.27996313798499,76.19047619047619,73.8867271941202,77.7744698649594,High Performance
C0143,39164970,2049,29,30,1,2019-01-11,2024-08-02,1350516.2068965517,0.014153245485602733,Repeat Customer,Low Value,Low Frequency,45.60587919795074,46.03174603174603,44.29312581063554,45.47108857062629,Low Performance
C0144,42387320,2282,31,30,1,2019-03-14,2024-09-13,1367332.9032258065,0.013584574934268186,Repeat Customer,Low Value,Low Frequency,49.358163569252866,49.2063492063492,49.32987462170342,49.306961470871876,Low Performance
C0145,29769500,1984,37,30,1,2019-04-01,2024-12-29,804581.0810810811,0.018649193548387098,Repeat Customer,Low Value,Medium Frequency,34.66526900910162,58.730158730158735,42.888024210981406,43.52928696579471,Low Performance
C0146,49274960,2579,33,30,1,2019-01-20,2024-12-31,1493180.606060606,0.012795657231485071,Repeat Customer,Medium Value,Low Frequency,57.37851639472352,52.38095238095239,55.750108084738436,55.553565528595165,Medium Performance
C0147,45513830,2494,36,30,1,2019-02-05,2024-12-22,1264273.0555555555,0.014434643143544507,Repeat Customer,Medium Value,Low Frequency,52.99884649001561,57.14285714285714,53.912667531344574,54.42481389413386,Medium Performance
C0148,46876850,2357,40,30,1,2019-01-28,2024-12-09,1171921.25,0.01697072549851506,Repeat Customer,Medium Value,Medium Frequency,54.58602312935405,63.49206349206349,50.95114569822741,56.53085975194155,Medium Performance
C0149,57543220,2828,42,30,1,2019-02-28,2024-12-12,1370076.6666666667,0.01485148514851485,Repeat Customer,Medium Value,Medium Frequency,67.00654028283701,66.66666666666666,61.1327280587981,65.72981575317812,Medium Performance
C0150,35468440,2121,34,29,1,2019-07-12,2024-11-09,1043189.4117647059,0.01603017444601603,Repeat Customer,Low Value,Low Frequency,41.30143314241691,53.96825396825397,45.849546044098574,46.01110197050436,Low Performance
C0151,35615980,2127,31,30,1,2019-03-03,2024-11-28,1148902.5806451612,0.01457451810061119,Repeat Customer,Low Value,Low Frequency,41.473236961412965,49.2063492063492,45.97924773022049,44.69437278865534,Low Performance
C0152,49749000,3018,41,30,1,2019-03-10,2024-11-18,1213390.243902439,0.013585155732273028,Repeat Customer,Medium Value,Medium Frequency,57.93051505513349,65.07936507936508,65.23994811932555,61.537056675241374,Medium Performance
C0153,85877020,4256,59,30,1,2019-01-17,2024-12-12,1455542.7118644067,0.013862781954887217,Repeat Customer,High Value,High Frequency,100.0,93.65079365079364,92.00172935581496,96.49558396640109,High Performance
C0154,61178520,3157,46,30,1,2019-01-29,2024-12-16,1329967.8260869565,0.014570795058599937,Repeat Customer,High Value,High Frequency,71.2396867054772,73.01587301587301,68.2447038478167,71.17354602706384,High Performance
C0155,35744630,2002,36,30,1,2019-03-24,2024-12-17,992906.3888888889,0.017982017982017984,Repeat Customer,Low Value,Low Frequency,41.62304420903287,57.14285714285714,43.27712926934717,46.60980510124301,Low Performance
C0156,53295180,2505,36,30,1,2019-01-14,2024-09-17,1480421.6666666667,0.01437125748502994,Repeat Customer,Medium Value,Low Frequency,62.05988517067779,57.14285714285714,54.150453955901426,59.00289051937632,Medium Performance
C0157,51879830,2754,38,30,1,2019-02-15,2024-12-30,1365258.6842105263,0.013798111837327523,Repeat Customer,Medium Value,Medium Frequency,60.41177255568486,60.317460317460316,59.53307392996109,60.207739159072744,Medium Performance
C0158,48735540,2445,37,30,1,2019-02-25,2024-09-26,1317176.7567567567,0.015132924335378323,Repeat Customer,Medium Value,Medium Frequency,56.75038560956121,58.730158730158735,52.853437094682235,56.564927842764675,Medium Performance
C0159,44984320,2691,36,30,1,2019-02-02,2024-12-26,1249564.4444444445,0.013377926421404682,Repeat Customer,Medium Value,Low Frequency,52.38225546252071,57.14285714285714,58.17120622568094,54.968226119253686,Medium Performance
C0160,59980970,3197,49,30,1,2019-02-19,2024-11-23,1224101.4285714286,0.015326868939630905,Repeat Customer,High Value,High Frequency,69.84519257887617,77.77777777777779,69.10938175529616,72.07780597383065,High Performance
C0161,54232700,3152,43,30,1,2019-03-24,2024-11-17,1261225.5813953488,0.01364213197969543,Repeat Customer,Medium Value,Medium Frequency,63.15158583751509,68.25396825396825,68.13661910938175,65.67930721682438,Medium Performance
C0162,53940730,2375,30,30,1,2019-07-05,2024-10-14,1798024.3333333333,0.01263157894736842,Repeat Customer,Medium Value,Low Frequency,62.81159965727735,47.61904761904761,51.340250756593164,55.95956426567159,Medium Performance
C0163,40457330,2598,40,30,1,2019-06-02,2024-08-05,1011433.25,0.015396458814472672,Repeat Customer,Low Value,Medium Frequency,47.110775385545516,63.49206349206349,56.16083009079118,53.835172758550044,Medium Performance
C0164,46613620,2466,39,30,1,2019-01-11,2024-11-13,1195221.0256410257,0.015815085158150853,Repeat Customer,Medium Value,Medium Frequency,54.279503410807685,61.904761904761905,53.30739299610895,56.3726588760542,Medium Performance
C0165,63180540,3586,51,30,1,2019-02-27,2024-12-24,1238834.1176470588,0.01422197434467373,Repeat Customer,High Value,High Frequency,73.57095064546954,80.95238095238095,77.51837440553395,76.57486448955584,High Performance
C0166,58111030,2812,34,30,1,2019-01-18,2024-12-08,1709147.9411764706,0.01209103840682788,Repeat Customer,High Value,Low Frequency,67.66772997013636,53.96825396825397,60.78685689580631,62.18171255470563,Medium Performance
C0167,41587150,2402,35,30,1,2019-01-03,2024-12-28,1188204.2857142857,0.014571190674437969,Repeat Customer,Low Value,Low Frequency,48.42640091610072,55.55555555555556,51.923908344141815,51.26464879354539,Low Performance
C0168,61195700,3157,38,30,1,2019-06-02,2024-12-18,1610413.1578947369,0.012036743744060817,Repeat Customer,High Value,Medium Frequency,71.25969205731639,60.317460317460316,68.2447038478167,67.37402489345962,High Performance
C0169,63375830,3130,44,30,1,2019-03-25,2024-10-27,1440359.7727272727,0.014057507987220448,Repeat Customer,High Value,High Frequency,73.79835723223745,69.84126984126983,67.66104626026805,71.38376882055329,High Performance
C0170,37935380,2167,32,30,1,2019-03-21,2024-12-20,1185480.625,0.014766958929395477,Repeat Customer,Low Value,Low Frequency,44.17407590528875,50.79365079365079,46.843925637699954,46.69391831827961,Low Performance
C0171,53338800,2524,36,30,1,2019-04-27,2024-12-05,1481633.3333333333,0.014263074484944533,Repeat Customer,Medium Value,Low Frequency,62.11067873570835,57.14285714285714,54.56117596195417,59.11043170310215,Medium Performance
C0172,56707730,2786,42,30,1,2019-04-26,2024-11-27,1350184.0476190476,0.01507537688442211,Repeat Customer,Medium Value,Medium Frequency,66.03364904837173,66.66666666666666,60.22481625594466,65.0617877753748,Medium Performance
C0173,50058960,2876,36,30,1,2019-03-29,2024-11-08,1390526.6666666667,0.012517385257301807,Repeat Customer,Medium Value,Low Frequency,58.291449796464754,57.14285714285714,62.170341547773454,58.72265035064421,Medium Performance
C0174,29047310,1916,34,30,1,2019-01-11,2024-12-21,854332.6470588235,0.017745302713987474,Repeat Customer,Low Value,Low Frequency,33.824310624658374,53.96825396825397,41.41807176826632,41.38624585645864,Low Performance
C0175,53235590,2665,41,30,1,2019-01-24,2024-11-04,1298429.024390244,0.015384615384615385,Repeat Customer,Medium Value,Medium Frequency,61.99049524541024,65.07936507936508,57.60916558581928,62.0408902636785,Medium Performance
C0176,54048740,2963,44,30,1,2019-01-14,2024-08-07,1228380.4545454546,0.014849814377320284,Repeat Customer,Medium Value,High Frequency,62.93737253574938,69.84126984126983,64.05101599654128,65.2312704195639,Medium Performance
C0177,31520790,2178,30,30,1,2019-04-01,2024-12-25,1050693.0,0.013774104683195593,Repeat Customer,Low Value,Low Frequency,36.70456892891718,47.61904761904761,47.081712062256805,42.05434116262424,Low Performance
C0178,76367620,3957,58,30,1,2019-01-22,2024-12-09,1316683.103448276,0.014657568865301996,Repeat Customer,High Value,High Frequency,88.92672335393101,92.06349206349206,85.53826199740597,89.19006169549432,High Performance
C0179,35257010,2354,35,30,1,2019-05-20,2024-07-21,1007343.1428571428,0.014868309260832626,Repeat Customer,Low Value,Low Frequency,41.05523223791417,55.55555555555556,50.88629485516645,47.371541756657045,Low Performance
C0180,26408930,2147,31,29,1,2019-01-04,2024-12-10,851900.9677419355,0.014438751746623195,Repeat Customer,Low Value,Low Frequency,30.752033547507818,49.2063492063492,46.41158668396022,39.42023887245072,Low Performance
C0181,47189990,2681,40,30,1,2019-04-13,2024-12-15,1179749.75,0.014919806042521447,Repeat Customer,Medium Value,Medium Frequency,54.95066084035054,63.49206349206349,57.955036748811075,58.11395681755653,Medium Performance
C0182,35873070,2103,32,30,1,2019-03-03,2024-08-03,1121033.4375,0.015216357584403234,Repeat Customer,Low Value,Low Frequency,41.77260692092017,50.79365079365079,45.460440985732816,45.21648689570189,Low Performance
C0183,32501510,2115,32,30,1,2019-01-17,2024-12-05,1015672.1875,0.015130023640661938,Repeat Customer,Low Value,Low Frequency,37.846574089319816,50.79365079365079,45.719844357976655,43.305351154350475,Low Performance
C0184,57050360,2846,35,30,1,2019-03-12,2024-11-28,1630010.2857142857,0.012297962052002811,Repeat Customer,Medium Value,Low Frequency,66.43262656296179,55.55555555555556,61.52183311716386,62.187346571580335,Medium Performance
C0185,45894360,2520,39,30,1,2019-03-25,2024-09-16,1176778.4615384615,0.015476190476190477,Repeat Customer,Medium Value,Medium Frequency,53.44195688206228,61.904761904761905,54.474708171206224,56.187348646700954,Medium Performance
C0186,60717650,2994,42,30,1,2019-02-17,2024-12-11,1445658.3333333333,0.014028056112224449,Repeat Customer,High Value,Medium Frequency,70.70302392886944,66.66666666666666,64.72114137483787,68.29574023940229,High Performance
C0187,38937400,2049,31,30,1,2019-05-02,2024-11-08,1256045.1612903227,0.015129331381161543,Repeat Customer,Low Value,Low Frequency,45.340883975713176,49.2063492063492,44.29312581063554,46.29097191188846,Low Performance
C0188,48293510,2764,45,30,1,2019-01-28,2024-12-27,1073189.111111111,0.016280752532561504,Repeat Customer,Medium Value,High Frequency,56.23566118153611,71.42857142857143,59.749243406830956,61.49625070070567,Medium Performance
C0189,54638690,3262,41,30,1,2019-03-03,2024-11-11,1332650.975609756,0.012568976088289392,Repeat Customer,Medium Value,Medium Frequency,63.624343276000964,65.07936507936508,70.51448335495029,65.43887783280006,Medium Performance
C0190,49869830,2539,38,30,1,2019-05-15,2024-12-29,1312363.9473684211,0.014966522252855455,Repeat Customer,Medium Value,Medium Frequency,58.071216257853386,60.317460317460316,54.885430177258975,58.10793225961658,Medium Performance
C0191,56028890,2309,31,30,1,2019-02-03,2024-12-12,1807383.5483870967,0.013425725422260719,Repeat Customer,Medium Value,Low Frequency,65.24316982587426,49.2063492063492,49.913532209252054,57.3661961166923,Medium Performance
C0192,59390920,2799,43,30,1,2019-01-19,2024-10-25,1381184.1860465116,0.015362629510539478,Repeat Customer,High Value,Medium Frequency,69.15810539303763,68.25396825396825,60.505836575875485,67.15641048788439,High Performance
C0193,57786600,3001,44,30,1,2019-01-10,2024-11-30,1313331.8181818181,0.014661779406864379,Repeat Customer,High Value,High Frequency,67.28994555237246,69.84126984126983,64.87246000864678,67.57184573029653,High Performance
C0194,39279180,1845,36,30,1,2019-04-15,2024-12-26,1091088.3333333333,0.01951219512195122,Repeat Customer,Low Value,Low Frequency,45.738871702814095,57.14285714285714,39.88326848249027,47.98894669076224,Low Performance
C0195,46367090,2247,33,30,1,2019-02-15,2024-12-28,1405063.3333333333,0.014686248331108143,Repeat Customer,Medium Value,Low Frequency,53.99243010528312,52.38095238095239,48.57328145265888,52.42515705745905,Low Performance
C0196,61286970,3483,54,30,1,2019-01-09,2024-10-28,1134943.888888889,0.015503875968992248,Repeat Customer,High Value,High Frequency,71.36597194453185,85.71428571428571,75.29182879377431,76.4556374453065,High Performance
C0197,66821570,3431,50,30,1,2019-02-22,2024-10-18,1336431.4,0.01457301078402798,Repeat Customer,High Value,High Frequency,77.81076940024234,79.36507936507937,74.16774751405102,77.54845801245519,High Performance
C0198,51107370,2497,38,30,1,2019-03-27,2024-10-19,1344930.7894736843,0.015218261914297157,Repeat Customer,Medium Value,Medium Frequency,59.51227697467844,60.317460317460316,53.977518374405534,58.64688025745842,Medium Performance
C0199,41788400,2572,38,30,1,2019-01-19,2024-10-21,1099694.7368421052,0.014774494556765163,Repeat Customer,Low Value,Medium Frequency,48.66074765985126,60.317460317460316,55.59878945092953,53.54536981534963,Medium Performance
C0200,73304770,3792,52,30,1,2019-02-09,2024-11-25,1409707.1153846155,0.013713080168776372,Repeat Customer,High Value,High Frequency,85.36016969382496,82.53968253968253,81.97146562905317,83.83628273462787,High Performance
C0201,66387120,3466,49,30,1,2019-02-01,2024-12-13,1354839.1836734693,0.01413733410271206,Repeat Customer,High Value,High Frequency,77.30487154770857,77.77777777777779,74.92434068309555,76.97063724380673,High Performance
C0202,46256330,2704,35,30,1,2019-09-19,2024-09-21,1321609.4285714286,0.012943786982248521,Repeat Customer,Medium Value,Low Frequency,53.86345497316978,55.55555555555556,58.452226545611765,55.288839462373915,Medium Performance
C0203,43333790,2453,37,30,1,2019-02-25,2024-11-19,1171183.5135135136,0.015083571137382797,Repeat Customer,Medium Value,Medium Frequency,50.4602861161228,58.730158730158735,53.02637267617813,53.454465212344644,Medium Performance
C0204,34104450,2029,33,30,1,2019-03-02,2024-12-08,1033468.1818181818,0.016264169541646133,Repeat Customer,Low Value,Low Frequency,39.71312698088499,52.38095238095239,43.86078685689581,44.34300657610737,Low Performance
C0205,53896570,2580,39,30,1,2019-01-10,2024-11-15,1381963.3333333333,0.015116279069767442,Repeat Customer,Medium Value,Medium Frequency,62.76017728607724,61.904761904761905,55.77172503242542,61.105862220952275,Medium Performance
C0206,75741580,3567,46,30,1,2019-01-08,2024-12-11,1646556.0869565217,0.012895991028875805,Repeat Customer,High Value,High Frequency,88.19772740134671,73.01587301587301,77.1076523994812,81.42515608533151,High Performance
C0207,79795630,3583,51,30,1,2019-02-10,2024-10-13,1564620.1960784313,0.014233882221602009,Repeat Customer,High Value,High Frequency,92.91848971936847,80.95238095238095,77.45352356247298,86.23566385789312,High Performance
C0208,40653790,2464,34,30,1,2019-01-20,2024-12-30,1195699.705882353,0.013798701298701298,Repeat Customer,Low Value,Low Frequency,47.339544385680824,53.96825396825397,53.26415910073498,50.5130802034636,Low Performance
C0209,56741580,3052,46,30,1,2019-10-18,2024-11-22,1233512.608695652,0.01507208387942333,Repeat Customer,Medium Value,High Frequency,66.07306587955661,73.01587301587301,65.97492434068309,68.13627971267682,High Performance
C0210,42817450,2125,32,30,1,2019-02-20,2024-12-28,1338045.3125,0.015058823529411765,Repeat Customer,Low Value,Low Frequency,49.859030972430105,50.79365079365079,45.93601383484652,49.3548134912796,Low Performance
C0211,50253990,3416,45,30,1,2019-03-06,2024-11-20,1116755.3333333333,0.013173302107728338,Repeat Customer,Medium Value,High Frequency,58.518553624706584,71.42857142857143,73.84349329874622,65.45654690067397,Medium Performance
C0212,38459600,2096,35,30,1,2019-02-01,2024-11-15,1098845.7142857143,0.016698473282442748,Repeat Customer,Low Value,Low Frequency,44.78450696123363,55.55555555555556,45.30912235192391,48.12074461766827,Low Performance
C0213,53323570,2288,32,30,1,2019-02-26,2024-08-31,1666361.5625,0.013986013986013986,Repeat Customer,Medium Value,Low Frequency,62.092944072814824,50.79365079365079,49.45957630782534,56.17648253606772,Medium Performance
C0214,42524620,2449,35,30,1,2019-01-12,2024-12-26,1214989.142857143,0.014291547570436913,Repeat Customer,Low Value,Low Frequency,49.518043360144546,55.55555555555556,52.93990488543018,52.01366932382497,Low Performance
C0215,62827530,3911,53,30,1,2019-02-28,2024-12-24,1185425.0943396227,0.013551521350038353,Repeat Customer,High Value,High Frequency,73.15988607895338,84.12698412698413,84.54388240380459,78.72681475833285,High Performance
C0216,60089830,3001,46,30,1,2019-01-27,2024-11-20,1306300.652173913,0.015328223925358214,Repeat Customer,High Value,High Frequency,69.97195524483732,73.01587301587301,64.87246000864678,69.86523152890992,High Performance
C0217,49708160,2466,38,30,1,2019-01-19,2024-12-18,1308109.4736842106,0.015409570154095702,Repeat Customer,Medium Value,Medium Frequency,57.88295867742034,60.317460317460316,53.30739299610895,57.69819603317006,Medium Performance
C0218,43621310,2735,45,30,1,2019-02-02,2024-10-16,969362.4444444445,0.016453382084095063,Repeat Customer,Medium Value,High Frequency,50.79509046774097,71.42857142857143,59.12235192390835,58.65058704722358,Medium Performance
C0219,62317920,3279,48,30,1,2019-01-09,2024-12-21,1298290.0,0.01463860933211345,Repeat Customer,High Value,High Frequency,72.56646772326287,76.19047619047619,70.88197146562905,73.3167710119001,High Performance
C0220,43066280,2805,47,30,1,2019-01-19,2024-11-06,916303.8297872341,0.01675579322638146,Repeat Customer,Medium Value,High Frequency,50.148782526454696,74.60317460317461,60.635538261997404,59.582451296579215,Medium Performance
C0221,64336800,2968,44,30,1,2019-01-17,2024-09-05,1462200.0,0.014824797843665768,Repeat Customer,High Value,High Frequency,74.91736438921612,69.84126984126983,64.15910073497622,71.24288329398425,High Performance
C0222,48043620,2779,44,30,1,2019-01-30,2024-12-13,1091900.4545454546,0.01583303346527528,Repeat Customer,Medium Value,High Frequency,55.94467530428978,69.84126984126983,60.073497622135754,60.93941812895299,Medium Performance
C0223,43216770,2430,34,30,1,2019-03-01,2024-10-15,1271081.4705882352,0.013991769547325103,Repeat Customer,Medium Value,Low Frequency,50.32402149026597,53.96825396825397,52.52918287937744,51.85832351148467,Low Performance
C0224,45785060,2639,40,30,1,2019-01-30,2024-12-14,1144626.5,0.015157256536566882,Repeat Customer,Medium Value,Medium Frequency,53.31468185551851,63.49206349206349,57.04712494595763,57.11438496456983,Medium Performance
C0225,56839930,2972,51,30,1,2019-03-17,2024-07-17,1114508.431372549,0.017160161507402422,Repeat Customer,Medium Value,High Frequency,66.18759011432861,80.95238095238095,64.24556852572417,70.22862304802342,High Performance
C0226,39194740,2327,28,30,1,2019-01-22,2024-09-28,1399812.142857143,0.012032660077352814,Repeat Customer,Low Value,Low Frequency,45.64054504918778,44.44444444444444,50.30263726761781,46.21413331145078,Low Performance
C0227,51113410,2412,39,30,1,2019-02-13,2024-10-24,1310600.2564102565,0.01616915422885572,Repeat Customer,Medium Value,Medium Frequency,59.51931028813063,61.904761904761905,52.14007782101168,58.75909927969623,Medium Performance
C0228,51601040,2375,36,30,1,2019-03-27,2024-09-10,1433362.2222222222,0.015157894736842105,Repeat Customer,Medium Value,Low Frequency,60.08713390380803,57.14285714285714,51.340250756593164,57.45447424607979,Medium Performance
C0229,36130700,1653,29,30,1,2019-05-15,2024-11-29,1245886.2068965517,0.017543859649122806,Repeat Customer,Low Value,Low Frequency,42.07260568659695,46.03174603174603,35.73281452658885,41.992389558140054,Low Performance
C0230,53600640,3170,41,30,1,2019-02-19,2024-10-31,1307332.6829268292,0.012933753943217666,Repeat Customer,Medium Value,Medium Frequency,62.415579860596004,65.07936507936508,68.52572416774751,64.43674428765704,Medium Performance
C0231,52413100,2916,39,30,1,2019-02-15,2024-11-08,1343925.641025641,0.013374485596707819,Repeat Customer,Medium Value,Medium Frequency,61.032741937249334,61.904761904761905,63.035019455252915,61.69480343110382,Medium Performance
C0232,49272940,2856,41,30,1,2019-01-24,2024-12-29,1201779.024390244,0.014355742296918767,Repeat Customer,Medium Value,Medium Frequency,57.376164193867,65.07936507936508,61.73800259403372,60.55949213954976,Medium Performance
C0233,42607030,2463,34,30,1,2019-02-15,2024-10-21,1253147.9411764706,0.013804303694681283,Repeat Customer,Low Value,Low Frequency,49.61400616835564,53.96825396825397,53.24254215304799,51.64598770526361,Low Performance
C0234,63256170,2845,33,30,1,2019-01-09,2024-12-26,1916853.6363636365,0.011599297012302284,Repeat Customer,High Value,Low Frequency,73.65901844288494,52.38095238095239,61.50021616947687,64.84383816962357,Medium Performance
C0235,53090300,2933,43,30,1,2019-05-08,2024-09-10,1234658.1395348837,0.014660756904193658,Repeat Customer,Medium Value,Medium Frequency,61.82131145212072,68.25396825396825,63.402507565931685,64.06734771543718,Medium Performance
C0236,55730670,2825,47,30,1,2019-03-21,2024-10-25,1185758.9361702127,0.01663716814159292,Repeat Customer,Medium Value,High Frequency,64.89590579645171,74.60317460317461,61.06787721573714,67.04248072232568,High Performance
C0237,59754510,2776,46,30,1,2019-01-28,2024-10-15,1299011.0869565217,0.016570605187319884,Repeat Customer,High Value,High Frequency,69.58148990265381,73.01587301587301,60.008646779074795,68.69723621190377,High Performance
C0238,30976180,1995,32,30,1,2019-01-22,2024-09-01,968005.625,0.016040100250626566,Repeat Customer,Low Value,Low Frequency,36.07039461779181,50.79365079365079,43.125810635538265,41.8984546740988,Low Performance
C0239,43671220,2334,38,30,1,2019-10-11,2024-10-27,1149242.6315789474,0.016281062553556127,Repeat Customer,Medium Value,Medium Frequency,50.8532084601911,60.317460317460316,50.45395590142672,53.61263350561899,Medium Performance
C0240,81776260,3799,50,30,1,2019-02-19,2024-11-10,1635525.2,0.013161358252171624,Repeat Customer,High Value,High Frequency,95.22484594831073,79.36507936507937,82.12278426286208,87.8465036362516,High Performance
C0241,71234710,3441,46,30,1,2019-02-01,2024-10-31,1548580.652173913,0.013368206916594013,Repeat Customer,High Value,High Frequency,82.94967617646724,73.01587301587301,74.38391699092088,78.2563833911797,High Performance
C0242,60722930,3189,50,30,1,2019-01-30,2024-11-18,1214458.6,0.01567889620570712,Repeat Customer,High Value,High Frequency,70.70917225586076,79.36507936507937,68.93644617380026,72.95139917221425,High Performance
C0243,39757700,2421,34,30,1,2019-07-13,2024-12-10,1169344.1176470588,0.014043783560512184,Repeat Customer,Low Value,Low Frequency,46.296087125519726,53.96825396825397,52.33463035019456,49.805445823274965,Low Performance
C0244,64972160,3292,48,30,1,2019-05-06,2024-12-09,1353586.6666666667,0.014580801944106925,Repeat Customer,High Value,High Frequency,75.65721307050478,76.19047619047619,71.16299178555988,74.91834774950723,High Performance
C0245,46663320,2417,37,30,1,2019-01-01,2024-11-30,1261170.810810811,0.015308233347124535,Repeat Customer,Medium Value,Medium Frequency,54.33737686752521,58.730158730158735,52.24816255944661,55.23736856469955,Medium Performance
C0246,61368980,2548,37,30,1,2019-01-26,2024-11-02,1658621.0810810812,0.014521193092621664,Repeat Customer,High Value,Medium Frequency,71.4614689703951,58.730158730158735,55.079982706441854,64.36577864553354,Medium Performance
C0247,55849110,2998,42,30,1,2019-02-14,2024-11-13,1329740.7142857143,0.014009339559706471,Repeat Customer,Medium Value,Medium Frequency,65.03382394964335,66.66666666666666,64.80760916558582,65.47843380793883,Medium Performance
C0248,35510400,1809,30,30,1,2019-01-10,2024-12-04,1183680.0,0.01658374792703151,Repeat Customer,Low Value,Low Frequency,41.35029371070399,47.61904761904761,39.10505836575876,42.781872814218026,Low Performance
C0249,52709760,2725,40,30,1,2019-01-16,2024-10-01,1317744.0,0.014678899082568808,Repeat Customer,Medium Value,Medium Frequency,61.37818941551535,63.49206349206349,58.90618244703848,61.517950244784416,Medium Performance
C0250,63230590,3308,45,30,1,2019-03-08,2024-12-20,1405124.2222222222,0.013603385731559855,Repeat Customer,High Value,High Frequency,73.6292316617414,71.42857142857143,71.50886294855167,72.54495984915246,High Performance
C0251,50171060,2446,39,30,1,2019-01-09,2024-07-06,1286437.435897436,0.015944399018806215,Repeat Customer,Medium Value,Medium Frequency,58.42198529944332,61.904761904761905,52.87505404236922,58.35743202962408,Medium Performance
C0252,39885550,2324,38,30,1,2019-08-03,2024-11-07,1049619.7368421052,0.016351118760757316,Repeat Customer,Low Value,Medium Frequency,46.44496280844398,60.317460317460316,50.23778642455685,51.36527678437145,Low Performance
C0253,59006480,3155,40,30,1,2019-03-28,2024-11-27,1475162.0,0.012678288431061807,Repeat Customer,High Value,Medium Frequency,68.71044197854094,63.49206349206349,68.20146995244272,67.04313402737806,High Performance
C0254,75547750,3634,52,30,1,2019-07-01,2024-09-25,1452841.3461538462,0.014309301045679693,Repeat Customer,High Value,High Frequency,87.97202092014838,82.53968253968253,78.5559878945093,84.45911280088082,High Performance
C0255,60102490,3492,49,30,1,2019-01-05,2024-11-11,1226581.4285714286,0.014032073310423826,Repeat Customer,High Value,High Frequency,69.98669725614606,77.77777777777779,75.4863813229572,73.42395822599781,High Performance
C0256,49845250,2639,34,30,1,2019-01-03,2024-09-19,1466036.7647058824,0.012883668056081848,Repeat Customer,Medium Value,Low Frequency,58.0425939325794,53.96825396825397,57.04712494595763,56.621198145957415,Medium Performance
C0257,60172930,3363,45,30,1,2019-01-18,2024-12-23,1337176.2222222222,0.013380909901873328,Repeat Customer,High Value,High Frequency,70.06872152759843,71.42857142857143,72.69779507133592,71.00249120663783,High Performance
C0258,54371200,2559,31,30,1,2019-02-04,2024-10-10,1753909.677419355,0.01211410707307542,Repeat Customer,Medium Value,Low Frequency,63.312862975450244,49.2063492063492,55.317769130998705,57.481890075829625,Medium Performance
C0259,52219040,2602,37,30,1,2019-02-02,2024-12-13,1411325.4054054054,0.014219830899308224,Repeat Customer,Medium Value,Medium Frequency,60.806767631200984,58.730158730158735,56.247297881539126,59.27189101095594,Medium Performance
