customer_id,product_id,product_name,total_units,total_revenue,total_orders
C0084,P016,Radiator RD-250,119,1213800,11
C0084,P017,Fan Belt FB-30,56,29120,5
C0084,P018,Wheel Rim WR-24,87,983100,7
C0084,P019,Swing Motor SWM-350,124,4935200,10
C0084,P020,Pivot Pin PP-12,60,69000,6
C0084,P021,Boom Cylinder BC-400,105,4851000,13
C0084,P022,Control Valve CV-75,141,2382900,11
C0084,P023,Idler Wheel IW-55,91,1178450,10
C0084,P024,Track Roller TR-60,74,762200,6
C0084,P025,Cabin Glass CG-20,100,785000,9
C0084,P026,Grease Cartridge GC-5,68,21080,7
C0084,P027,O-Ring Set OR-50,106,50880,12
C0084,P028,Light Assembly LA-18,79,177750,8
C0084,P029,Pressure Sensor PS-90,141,556950,11
C0084,P030,Fuel Pump FP-350,81,1773900,6
C0085,P001,Hydraulic Pump HP-300,83,2033500,9
C0085,P002,Engine Oil Filter OF-90,98,70560,9
C0085,P003,Air Filter AF-120,83,103750,8
C0085,P004,Track Chain TC-45,154,6129200,11
C0085,P005,Fuel Injector FI-220,97,819650,8
C0085,P006,Alternator ALT-500,106,1187200,8
C0085,P007,Hydraulic Hose HH-60,74,107300,5
C0085,P008,Bucket Tooth BT-10,104,60320,7
C0085,P009,Starter Motor SM-700,77,1147300,7
C0085,P010,Turbocharger TB-900,136,4746400,9
C0085,P011,Hydraulic Cylinder HC-200,41,1131600,5
C0085,P012,Brake Pad BP-40,119,291550,5
C0085,P013,Seal Kit SK-15,78,113100,7
C0085,P014,Transmission Assembly TA-800,74,6179000,7
C0085,P015,Engine Block EB-600,150,17850000,9
C0085,P016,Radiator RD-250,94,958800,7
C0085,P017,Fan Belt FB-30,111,57720,10
C0085,P018,Wheel Rim WR-24,85,960500,8
C0085,P019,Swing Motor SWM-350,58,2308400,8
C0085,P020,Pivot Pin PP-12,140,161000,10
C0085,P021,Boom Cylinder BC-400,70,3234000,6
C0085,P022,Control Valve CV-75,70,1183000,6
C0085,P023,Idler Wheel IW-55,86,1113700,10
C0085,P024,Track Roller TR-60,58,597400,5
C0085,P025,Cabin Glass CG-20,33,259050,6
C0085,P026,Grease Cartridge GC-5,68,21080,8
C0085,P027,O-Ring Set OR-50,144,69120,11
C0085,P028,Light Assembly LA-18,77,173250,7
C0085,P029,Pressure Sensor PS-90,34,134300,3
C0085,P030,Fuel Pump FP-350,112,2452800,11
C0086,P001,Hydraulic Pump HP-300,136,3332000,8
C0086,P002,Engine Oil Filter OF-90,45,32400,4
C0086,P003,Air Filter AF-120,44,55000,6
C0086,P004,Track Chain TC-45,86,3422800,6
C0086,P005,Fuel Injector FI-220,93,785850,8
C0086,P006,Alternator ALT-500,91,1019200,7
C0086,P007,Hydraulic Hose HH-60,23,33350,5
C0086,P008,Bucket Tooth BT-10,76,44080,6
C0086,P009,Starter Motor SM-700,55,819500,4
C0086,P010,Turbocharger TB-900,86,3001400,6
C0086,P011,Hydraulic Cylinder HC-200,38,1048800,4
C0086,P012,Brake Pad BP-40,119,291550,9
C0086,P013,Seal Kit SK-15,52,75400,7
C0086,P014,Transmission Assembly TA-800,162,13527000,9
C0086,P015,Engine Block EB-600,46,5474000,5
C0086,P016,Radiator RD-250,37,377400,2
C0086,P017,Fan Belt FB-30,43,22360,4
C0086,P018,Wheel Rim WR-24,109,1231700,5
C0086,P019,Swing Motor SWM-350,72,2865600,5
C0086,P020,Pivot Pin PP-12,23,26450,2
C0086,P021,Boom Cylinder BC-400,128,5913600,8
C0086,P022,Control Valve CV-75,64,1081600,6
C0086,P023,Idler Wheel IW-55,27,349650,3
C0086,P024,Track Roller TR-60,31,319300,4
C0086,P025,Cabin Glass CG-20,110,863500,9
C0086,P026,Grease Cartridge GC-5,21,6510,3
C0086,P027,O-Ring Set OR-50,133,63840,9
C0086,P028,Light Assembly LA-18,71,159750,5
C0086,P029,Pressure Sensor PS-90,53,209350,4
C0086,P030,Fuel Pump FP-350,67,1467300,5
C0087,P001,Hydraulic Pump HP-300,89,2180500,8
C0087,P002,Engine Oil Filter OF-90,160,115200,13
C0087,P003,Air Filter AF-120,68,85000,6
C0087,P004,Track Chain TC-45,113,4497400,9
C0087,P005,Fuel Injector FI-220,77,650650,9
C0087,P006,Alternator ALT-500,140,1568000,8
C0087,P007,Hydraulic Hose HH-60,76,110200,7
C0087,P008,Bucket Tooth BT-10,108,62640,11
C0087,P009,Starter Motor SM-700,128,1907200,9
C0087,P010,Turbocharger TB-900,79,2757100,9
C0087,P011,Hydraulic Cylinder HC-200,126,3477600,11
C0087,P012,Brake Pad BP-40,55,134750,6
C0087,P013,Seal Kit SK-15,134,194300,11
C0087,P014,Transmission Assembly TA-800,39,3256500,5
C0087,P015,Engine Block EB-600,61,7259000,6
C0087,P016,Radiator RD-250,106,1081200,8
C0087,P017,Fan Belt FB-30,116,60320,12
C0087,P018,Wheel Rim WR-24,80,904000,7
C0087,P019,Swing Motor SWM-350,24,955200,3
C0087,P020,Pivot Pin PP-12,21,24150,2
C0087,P021,Boom Cylinder BC-400,83,3834600,7
C0087,P022,Control Valve CV-75,51,861900,5
C0087,P023,Idler Wheel IW-55,68,880600,3
C0087,P024,Track Roller TR-60,84,865200,8
C0087,P025,Cabin Glass CG-20,155,1216750,14
C0087,P026,Grease Cartridge GC-5,110,34100,10
C0087,P027,O-Ring Set OR-50,45,21600,5
C0087,P028,Light Assembly LA-18,47,105750,5
C0087,P029,Pressure Sensor PS-90,133,525350,8
C0087,P030,Fuel Pump FP-350,83,1817700,9
C0088,P001,Hydraulic Pump HP-300,68,1666000,8
C0088,P002,Engine Oil Filter OF-90,85,61200,8
C0088,P003,Air Filter AF-120,134,167500,9
C0088,P004,Track Chain TC-45,84,3343200,6
C0088,P005,Fuel Injector FI-220,101,853450,10
C0088,P006,Alternator ALT-500,59,660800,8
C0088,P007,Hydraulic Hose HH-60,27,39150,3
C0088,P008,Bucket Tooth BT-10,82,47560,10
C0088,P009,Starter Motor SM-700,84,1251600,9
C0088,P010,Turbocharger TB-900,108,3769200,8
C0088,P011,Hydraulic Cylinder HC-200,118,3256800,11
C0088,P012,Brake Pad BP-40,42,102900,5
C0088,P013,Seal Kit SK-15,70,101500,4
C0088,P014,Transmission Assembly TA-800,97,8099500,9
C0088,P015,Engine Block EB-600,86,10234000,8
C0088,P016,Radiator RD-250,129,1315800,7
C0088,P017,Fan Belt FB-30,115,59800,11
C0088,P018,Wheel Rim WR-24,67,757100,6
C0088,P019,Swing Motor SWM-350,81,3223800,6
C0088,P020,Pivot Pin PP-12,115,132250,9
C0088,P021,Boom Cylinder BC-400,85,3927000,8
C0088,P022,Control Valve CV-75,84,1419600,9
C0088,P023,Idler Wheel IW-55,74,958300,7
C0088,P024,Track Roller TR-60,96,988800,8
C0088,P025,Cabin Glass CG-20,40,314000,3
C0088,P026,Grease Cartridge GC-5,20,6200,2
C0088,P027,O-Ring Set OR-50,88,42240,9
C0088,P028,Light Assembly LA-18,77,173250,7
C0088,P029,Pressure Sensor PS-90,104,410800,8
C0088,P030,Fuel Pump FP-350,116,2540400,8
C0089,P001,Hydraulic Pump HP-300,48,1176000,5
C0089,P002,Engine Oil Filter OF-90,72,51840,7
C0089,P003,Air Filter AF-120,73,91250,7
C0089,P004,Track Chain TC-45,27,1074600,4
C0089,P005,Fuel Injector FI-220,80,676000,5
C0089,P006,Alternator ALT-500,30,336000,4
C0089,P007,Hydraulic Hose HH-60,46,66700,4
C0089,P008,Bucket Tooth BT-10,117,67860,10
C0089,P009,Starter Motor SM-700,79,1177100,6
C0089,P010,Turbocharger TB-900,72,2512800,7
C0089,P011,Hydraulic Cylinder HC-200,94,2594400,9
C0089,P012,Brake Pad BP-40,60,147000,5
C0089,P013,Seal Kit SK-15,58,84100,6
C0089,P014,Transmission Assembly TA-800,36,3006000,5
C0089,P015,Engine Block EB-600,98,11662000,8
C0089,P016,Radiator RD-250,137,1397400,10
C0089,P017,Fan Belt FB-30,79,41080,8
C0089,P018,Wheel Rim WR-24,143,1615900,11
C0089,P019,Swing Motor SWM-350,31,1233800,3
C0089,P020,Pivot Pin PP-12,117,134550,9
C0089,P021,Boom Cylinder BC-400,75,3465000,7
C0089,P022,Control Valve CV-75,77,1301300,7
C0089,P023,Idler Wheel IW-55,104,1346800,11
C0089,P024,Track Roller TR-60,61,628300,6
C0089,P025,Cabin Glass CG-20,86,675100,6
C0089,P026,Grease Cartridge GC-5,39,12090,4
C0089,P027,O-Ring Set OR-50,116,55680,10
C0089,P028,Light Assembly LA-18,114,256500,9
C0089,P029,Pressure Sensor PS-90,82,323900,7
C0089,P030,Fuel Pump FP-350,132,2890800,10
C0090,P001,Hydraulic Pump HP-300,61,1494500,7
C0090,P002,Engine Oil Filter OF-90,98,70560,8
C0090,P003,Air Filter AF-120,112,140000,10
C0090,P004,Track Chain TC-45,86,3422800,9
C0090,P005,Fuel Injector FI-220,92,777400,7
C0090,P006,Alternator ALT-500,72,806400,6
C0090,P007,Hydraulic Hose HH-60,70,101500,8
C0090,P008,Bucket Tooth BT-10,81,46980,7
C0090,P009,Starter Motor SM-700,179,2667100,9
C0090,P010,Turbocharger TB-900,63,2198700,6
C0090,P011,Hydraulic Cylinder HC-200,59,1628400,3
C0090,P012,Brake Pad BP-40,143,350350,11
C0090,P013,Seal Kit SK-15,87,126150,9
C0090,P014,Transmission Assembly TA-800,97,8099500,7
C0090,P015,Engine Block EB-600,33,3927000,5
C0090,P016,Radiator RD-250,129,1315800,12
C0090,P017,Fan Belt FB-30,89,46280,7
C0090,P018,Wheel Rim WR-24,143,1615900,9
C0090,P019,Swing Motor SWM-350,86,3422800,7
C0090,P020,Pivot Pin PP-12,102,117300,8
C0090,P021,Boom Cylinder BC-400,115,5313000,13
C0090,P022,Control Valve CV-75,98,1656200,7
C0090,P023,Idler Wheel IW-55,90,1165500,9
C0090,P024,Track Roller TR-60,58,597400,4
C0090,P025,Cabin Glass CG-20,115,902750,9
C0090,P026,Grease Cartridge GC-5,178,55180,13
C0090,P027,O-Ring Set OR-50,109,52320,9
C0090,P028,Light Assembly LA-18,74,166500,9
C0090,P029,Pressure Sensor PS-90,37,146150,7
C0090,P030,Fuel Pump FP-350,74,1620600,7
C0091,P001,Hydraulic Pump HP-300,62,1519000,6
C0091,P002,Engine Oil Filter OF-90,104,74880,10
C0091,P003,Air Filter AF-120,84,105000,5
C0091,P004,Track Chain TC-45,119,4736200,8
C0091,P005,Fuel Injector FI-220,74,625300,5
C0091,P006,Alternator ALT-500,116,1299200,9
C0091,P007,Hydraulic Hose HH-60,156,226200,11
C0091,P008,Bucket Tooth BT-10,97,56260,6
C0091,P009,Starter Motor SM-700,56,834400,6
C0091,P010,Turbocharger TB-900,71,2477900,7
C0091,P011,Hydraulic Cylinder HC-200,76,2097600,6
C0091,P012,Brake Pad BP-40,14,34300,1
C0091,P013,Seal Kit SK-15,46,66700,5
C0091,P014,Transmission Assembly TA-800,66,5511000,7
C0091,P015,Engine Block EB-600,12,1428000,2
C0091,P016,Radiator RD-250,54,550800,6
C0091,P017,Fan Belt FB-30,74,38480,7
C0091,P018,Wheel Rim WR-24,70,791000,6
C0091,P019,Swing Motor SWM-350,50,1990000,4
C0091,P020,Pivot Pin PP-12,63,72450,4
C0091,P021,Boom Cylinder BC-400,48,2217600,4
C0091,P022,Control Valve CV-75,63,1064700,5
C0091,P023,Idler Wheel IW-55,128,1657600,10
C0091,P024,Track Roller TR-60,89,916700,8
C0091,P025,Cabin Glass CG-20,31,243350,3
C0091,P026,Grease Cartridge GC-5,59,18290,6
C0091,P027,O-Ring Set OR-50,29,13920,3
C0091,P028,Light Assembly LA-18,41,92250,4
C0091,P029,Pressure Sensor PS-90,125,493750,11
C0091,P030,Fuel Pump FP-350,98,2146200,6
C0092,P001,Hydraulic Pump HP-300,41,1004500,3
C0092,P002,Engine Oil Filter OF-90,127,91440,9
C0092,P003,Air Filter AF-120,58,72500,5
C0092,P004,Track Chain TC-45,104,4139200,8
C0092,P005,Fuel Injector FI-220,32,270400,4
C0092,P006,Alternator ALT-500,50,560000,5
C0092,P007,Hydraulic Hose HH-60,137,198650,11
C0092,P008,Bucket Tooth BT-10,44,25520,6
C0092,P009,Starter Motor SM-700,106,1579400,7
C0092,P010,Turbocharger TB-900,43,1500700,3
C0092,P011,Hydraulic Cylinder HC-200,28,772800,6
C0092,P012,Brake Pad BP-40,61,149450,5
C0092,P013,Seal Kit SK-15,77,111650,9
C0092,P014,Transmission Assembly TA-800,67,5594500,5
C0092,P015,Engine Block EB-600,54,6426000,5
C0092,P016,Radiator RD-250,102,1040400,8
C0092,P017,Fan Belt FB-30,36,18720,4
C0092,P018,Wheel Rim WR-24,67,757100,5
C0092,P019,Swing Motor SWM-350,116,4616800,11
C0092,P020,Pivot Pin PP-12,106,121900,9
C0092,P021,Boom Cylinder BC-400,66,3049200,6
C0092,P022,Control Valve CV-75,81,1368900,5
C0092,P023,Idler Wheel IW-55,82,1061900,6
C0092,P024,Track Roller TR-60,100,1030000,8
C0092,P025,Cabin Glass CG-20,75,588750,6
C0092,P026,Grease Cartridge GC-5,68,21080,5
C0092,P027,O-Ring Set OR-50,97,46560,9
C0092,P028,Light Assembly LA-18,108,243000,8
C0092,P029,Pressure Sensor PS-90,69,272550,6
C0092,P030,Fuel Pump FP-350,99,2168100,9
C0093,P001,Hydraulic Pump HP-300,50,1225000,7
C0093,P002,Engine Oil Filter OF-90,66,47520,6
C0093,P003,Air Filter AF-120,151,188750,10
C0093,P004,Track Chain TC-45,109,4338200,8
C0093,P005,Fuel Injector FI-220,122,1030900,10
C0093,P006,Alternator ALT-500,59,660800,6
C0093,P007,Hydraulic Hose HH-60,47,68150,7
C0093,P008,Bucket Tooth BT-10,161,93380,13
C0093,P009,Starter Motor SM-700,96,1430400,5
C0093,P010,Turbocharger TB-900,107,3734300,8
C0093,P011,Hydraulic Cylinder HC-200,110,3036000,6
C0093,P012,Brake Pad BP-40,56,137200,4
C0093,P013,Seal Kit SK-15,73,105850,5
C0093,P014,Transmission Assembly TA-800,124,10354000,9
C0093,P015,Engine Block EB-600,54,6426000,6
C0093,P016,Radiator RD-250,59,601800,9
C0093,P017,Fan Belt FB-30,118,61360,8
C0093,P018,Wheel Rim WR-24,169,1909700,14
C0093,P019,Swing Motor SWM-350,91,3621800,7
C0093,P020,Pivot Pin PP-12,81,93150,8
C0093,P021,Boom Cylinder BC-400,65,3003000,5
C0093,P022,Control Valve CV-75,190,3211000,13
C0093,P023,Idler Wheel IW-55,116,1502200,11
C0093,P024,Track Roller TR-60,43,442900,5
C0093,P025,Cabin Glass CG-20,108,847800,9
C0093,P026,Grease Cartridge GC-5,86,26660,10
C0093,P027,O-Ring Set OR-50,64,30720,7
C0093,P028,Light Assembly LA-18,60,135000,8
C0093,P029,Pressure Sensor PS-90,91,359450,7
C0093,P030,Fuel Pump FP-350,42,919800,4
C0094,P001,Hydraulic Pump HP-300,25,612500,3
C0094,P002,Engine Oil Filter OF-90,65,46800,7
C0094,P003,Air Filter AF-120,98,122500,9
C0094,P004,Track Chain TC-45,58,2308400,5
C0094,P005,Fuel Injector FI-220,96,811200,8
C0094,P006,Alternator ALT-500,57,638400,4
C0094,P007,Hydraulic Hose HH-60,60,87000,5
C0094,P008,Bucket Tooth BT-10,89,51620,9
C0094,P009,Starter Motor SM-700,43,640700,7
C0094,P010,Turbocharger TB-900,44,1535600,3
C0094,P011,Hydraulic Cylinder HC-200,61,1683600,6
C0094,P012,Brake Pad BP-40,47,115150,5
C0094,P013,Seal Kit SK-15,77,111650,6
C0094,P014,Transmission Assembly TA-800,97,8099500,8
C0094,P015,Engine Block EB-600,74,8806000,5
C0094,P016,Radiator RD-250,102,1040400,6
C0094,P017,Fan Belt FB-30,92,47840,8
C0094,P018,Wheel Rim WR-24,42,474600,4
C0094,P019,Swing Motor SWM-350,116,4616800,7
C0094,P020,Pivot Pin PP-12,59,67850,7
C0094,P021,Boom Cylinder BC-400,44,2032800,4
C0094,P022,Control Valve CV-75,91,1537900,7
C0094,P023,Idler Wheel IW-55,68,880600,5
C0094,P024,Track Roller TR-60,71,731300,5
C0094,P025,Cabin Glass CG-20,36,282600,5
C0094,P026,Grease Cartridge GC-5,140,43400,9
C0094,P027,O-Ring Set OR-50,63,30240,6
C0094,P028,Light Assembly LA-18,81,182250,7
C0094,P029,Pressure Sensor PS-90,132,521400,9
C0094,P030,Fuel Pump FP-350,60,1314000,8
C0095,P001,Hydraulic Pump HP-300,60,1470000,6
C0095,P002,Engine Oil Filter OF-90,73,52560,9
C0095,P003,Air Filter AF-120,21,26250,4
C0095,P004,Track Chain TC-45,58,2308400,5
C0095,P005,Fuel Injector FI-220,63,532350,4
C0095,P006,Alternator ALT-500,147,1646400,10
C0095,P007,Hydraulic Hose HH-60,121,175450,7
C0095,P008,Bucket Tooth BT-10,73,42340,6
C0095,P009,Starter Motor SM-700,122,1817800,8
C0095,P010,Turbocharger TB-900,84,2931600,7
C0095,P011,Hydraulic Cylinder HC-200,137,3781200,13
C0095,P012,Brake Pad BP-40,59,144550,5
C0095,P013,Seal Kit SK-15,84,121800,6
C0095,P014,Transmission Assembly TA-800,88,7348000,9
C0095,P015,Engine Block EB-600,114,13566000,8
C0095,P016,Radiator RD-250,96,979200,8
C0095,P017,Fan Belt FB-30,84,43680,7
C0095,P018,Wheel Rim WR-24,82,926600,5
C0095,P019,Swing Motor SWM-350,20,796000,2
C0095,P020,Pivot Pin PP-12,99,113850,9
C0095,P021,Boom Cylinder BC-400,52,2402400,6
C0095,P022,Control Valve CV-75,65,1098500,5
C0095,P023,Idler Wheel IW-55,79,1023050,5
C0095,P024,Track Roller TR-60,103,1060900,8
C0095,P025,Cabin Glass CG-20,62,486700,6
C0095,P026,Grease Cartridge GC-5,91,28210,6
C0095,P027,O-Ring Set OR-50,109,52320,8
C0095,P028,Light Assembly LA-18,51,114750,4
C0095,P029,Pressure Sensor PS-90,90,355500,8
C0095,P030,Fuel Pump FP-350,32,700800,4
C0096,P001,Hydraulic Pump HP-300,119,2915500,8
C0096,P002,Engine Oil Filter OF-90,120,86400,11
C0096,P003,Air Filter AF-120,129,161250,13
C0096,P004,Track Chain TC-45,103,4099400,8
C0096,P005,Fuel Injector FI-220,84,709800,7
C0096,P006,Alternator ALT-500,31,347200,3
C0096,P007,Hydraulic Hose HH-60,57,82650,6
C0096,P008,Bucket Tooth BT-10,107,62060,8
C0096,P009,Starter Motor SM-700,93,1385700,9
C0096,P010,Turbocharger TB-900,67,2338300,6
C0096,P011,Hydraulic Cylinder HC-200,89,2456400,7
C0096,P012,Brake Pad BP-40,46,112700,6
C0096,P013,Seal Kit SK-15,66,95700,5
C0096,P014,Transmission Assembly TA-800,73,6095500,8
C0096,P015,Engine Block EB-600,109,12971000,9
C0096,P016,Radiator RD-250,109,1111800,8
C0096,P017,Fan Belt FB-30,110,57200,10
C0096,P018,Wheel Rim WR-24,106,1197800,9
C0096,P019,Swing Motor SWM-350,59,2348200,6
C0096,P020,Pivot Pin PP-12,41,47150,7
C0096,P021,Boom Cylinder BC-400,45,2079000,6
C0096,P022,Control Valve CV-75,123,2078700,12
C0096,P023,Idler Wheel IW-55,96,1243200,7
C0096,P024,Track Roller TR-60,65,669500,8
C0096,P025,Cabin Glass CG-20,141,1106850,10
C0096,P026,Grease Cartridge GC-5,154,47740,14
C0096,P027,O-Ring Set OR-50,90,43200,7
C0096,P028,Light Assembly LA-18,76,171000,6
C0096,P029,Pressure Sensor PS-90,59,233050,4
C0096,P030,Fuel Pump FP-350,59,1292100,5
C0097,P001,Hydraulic Pump HP-300,40,980000,4
C0097,P002,Engine Oil Filter OF-90,20,14400,3
C0097,P003,Air Filter AF-120,53,66250,4
C0097,P004,Track Chain TC-45,82,3263600,5
C0097,P005,Fuel Injector FI-220,34,287300,4
C0097,P006,Alternator ALT-500,54,604800,6
C0097,P007,Hydraulic Hose HH-60,46,66700,6
C0097,P008,Bucket Tooth BT-10,116,67280,6
C0097,P009,Starter Motor SM-700,105,1564500,6
C0097,P010,Turbocharger TB-900,127,4432300,8
C0097,P011,Hydraulic Cylinder HC-200,119,3284400,11
C0097,P012,Brake Pad BP-40,45,110250,8
C0097,P013,Seal Kit SK-15,54,78300,5
C0097,P014,Transmission Assembly TA-800,27,2254500,2
C0097,P015,Engine Block EB-600,110,13090000,8
C0097,P016,Radiator RD-250,57,581400,4
C0097,P017,Fan Belt FB-30,57,29640,5
C0097,P018,Wheel Rim WR-24,94,1062200,6
C0097,P019,Swing Motor SWM-350,26,1034800,4
C0097,P020,Pivot Pin PP-12,63,72450,8
C0097,P021,Boom Cylinder BC-400,70,3234000,8
C0097,P022,Control Valve CV-75,128,2163200,7
C0097,P023,Idler Wheel IW-55,74,958300,7
C0097,P024,Track Roller TR-60,115,1184500,8
C0097,P025,Cabin Glass CG-20,42,329700,4
C0097,P026,Grease Cartridge GC-5,101,31310,8
C0097,P027,O-Ring Set OR-50,115,55200,8
C0097,P028,Light Assembly LA-18,65,146250,5
C0097,P029,Pressure Sensor PS-90,27,106650,3
C0097,P030,Fuel Pump FP-350,86,1883400,6
C0098,P001,Hydraulic Pump HP-300,63,1543500,6
C0098,P002,Engine Oil Filter OF-90,71,51120,6
C0098,P003,Air Filter AF-120,84,105000,8
C0098,P004,Track Chain TC-45,76,3024800,5
C0098,P005,Fuel Injector FI-220,40,338000,3
C0098,P006,Alternator ALT-500,53,593600,6
C0098,P007,Hydraulic Hose HH-60,85,123250,7
C0098,P008,Bucket Tooth BT-10,79,45820,8
C0098,P009,Starter Motor SM-700,64,953600,5
C0098,P010,Turbocharger TB-900,88,3071200,7
C0098,P011,Hydraulic Cylinder HC-200,46,1269600,4
C0098,P012,Brake Pad BP-40,138,338100,9
C0098,P013,Seal Kit SK-15,109,158050,10
C0098,P014,Transmission Assembly TA-800,67,5594500,6
C0098,P015,Engine Block EB-600,105,12495000,7
C0098,P016,Radiator RD-250,25,255000,4
C0098,P017,Fan Belt FB-30,163,84760,11
C0098,P018,Wheel Rim WR-24,61,689300,3
C0098,P019,Swing Motor SWM-350,40,1592000,4
C0098,P020,Pivot Pin PP-12,64,73600,5
C0098,P021,Boom Cylinder BC-400,153,7068600,9
C0098,P022,Control Valve CV-75,59,997100,6
C0098,P023,Idler Wheel IW-55,44,569800,5
C0098,P024,Track Roller TR-60,83,854900,7
C0098,P025,Cabin Glass CG-20,93,730050,9
C0098,P026,Grease Cartridge GC-5,82,25420,8
C0098,P027,O-Ring Set OR-50,94,45120,10
C0098,P028,Light Assembly LA-18,166,373500,12
C0098,P029,Pressure Sensor PS-90,115,454250,7
C0098,P030,Fuel Pump FP-350,68,1489200,6
C0099,P001,Hydraulic Pump HP-300,49,1200500,5
C0099,P002,Engine Oil Filter OF-90,110,79200,7
C0099,P003,Air Filter AF-120,166,207500,10
C0099,P004,Track Chain TC-45,76,3024800,8
C0099,P005,Fuel Injector FI-220,100,845000,6
C0099,P006,Alternator ALT-500,133,1489600,8
C0099,P007,Hydraulic Hose HH-60,173,250850,13
C0099,P008,Bucket Tooth BT-10,98,56840,7
C0099,P009,Starter Motor SM-700,122,1817800,7
C0099,P010,Turbocharger TB-900,88,3071200,9
C0099,P011,Hydraulic Cylinder HC-200,111,3063600,13
C0099,P012,Brake Pad BP-40,140,343000,14
C0099,P013,Seal Kit SK-15,67,97150,6
C0099,P014,Transmission Assembly TA-800,87,7264500,10
C0099,P015,Engine Block EB-600,76,9044000,9
C0099,P016,Radiator RD-250,127,1295400,8
C0099,P017,Fan Belt FB-30,168,87360,11
C0099,P018,Wheel Rim WR-24,107,1209100,10
C0099,P019,Swing Motor SWM-350,109,4338200,14
C0099,P020,Pivot Pin PP-12,97,111550,10
C0099,P021,Boom Cylinder BC-400,89,4111800,8
C0099,P022,Control Valve CV-75,117,1977300,8
C0099,P023,Idler Wheel IW-55,115,1489250,8
C0099,P024,Track Roller TR-60,107,1102100,11
C0099,P025,Cabin Glass CG-20,109,855650,9
C0099,P026,Grease Cartridge GC-5,73,22630,8
C0099,P027,O-Ring Set OR-50,114,54720,10
C0099,P028,Light Assembly LA-18,109,245250,9
C0099,P029,Pressure Sensor PS-90,100,395000,9
C0099,P030,Fuel Pump FP-350,131,2868900,10
C0100,P001,Hydraulic Pump HP-300,122,2989000,8
C0100,P002,Engine Oil Filter OF-90,109,78480,11
C0100,P003,Air Filter AF-120,90,112500,6
C0100,P004,Track Chain TC-45,14,557200,2
C0100,P005,Fuel Injector FI-220,122,1030900,8
C0100,P006,Alternator ALT-500,110,1232000,9
C0100,P007,Hydraulic Hose HH-60,72,104400,4
C0100,P008,Bucket Tooth BT-10,48,27840,4
C0100,P009,Starter Motor SM-700,125,1862500,9
C0100,P010,Turbocharger TB-900,80,2792000,7
C0100,P011,Hydraulic Cylinder HC-200,71,1959600,6
C0100,P012,Brake Pad BP-40,52,127400,5
C0100,P013,Seal Kit SK-15,179,259550,11
C0100,P014,Transmission Assembly TA-800,60,5010000,5
C0100,P015,Engine Block EB-600,38,4522000,3
C0100,P016,Radiator RD-250,83,846600,8
C0100,P017,Fan Belt FB-30,116,60320,9
C0100,P018,Wheel Rim WR-24,101,1141300,7
C0100,P019,Swing Motor SWM-350,102,4059600,6
C0100,P020,Pivot Pin PP-12,70,80500,8
C0100,P021,Boom Cylinder BC-400,115,5313000,9
C0100,P022,Control Valve CV-75,50,845000,7
C0100,P023,Idler Wheel IW-55,48,621600,4
C0100,P024,Track Roller TR-60,14,144200,2
C0100,P025,Cabin Glass CG-20,135,1059750,11
C0100,P026,Grease Cartridge GC-5,39,12090,4
C0100,P027,O-Ring Set OR-50,87,41760,8
C0100,P028,Light Assembly LA-18,54,121500,6
C0100,P029,Pressure Sensor PS-90,83,327850,8
C0100,P030,Fuel Pump FP-350,124,2715600,8
C0101,P001,Hydraulic Pump HP-300,83,2033500,8
C0101,P002,Engine Oil Filter OF-90,86,61920,9
C0101,P003,Air Filter AF-120,122,152500,10
C0101,P004,Track Chain TC-45,121,4815800,12
C0101,P005,Fuel Injector FI-220,107,904150,8
C0101,P006,Alternator ALT-500,111,1243200,10
C0101,P007,Hydraulic Hose HH-60,32,46400,3
C0101,P008,Bucket Tooth BT-10,124,71920,11
C0101,P009,Starter Motor SM-700,113,1683700,11
C0101,P010,Turbocharger TB-900,178,6212200,14
C0101,P011,Hydraulic Cylinder HC-200,97,2677200,8
C0101,P012,Brake Pad BP-40,61,149450,5
C0101,P013,Seal Kit SK-15,72,104400,9
C0101,P014,Transmission Assembly TA-800,34,2839000,4
C0101,P015,Engine Block EB-600,70,8330000,7
C0101,P016,Radiator RD-250,76,775200,8
C0101,P017,Fan Belt FB-30,56,29120,4
C0101,P018,Wheel Rim WR-24,136,1536800,8
C0101,P019,Swing Motor SWM-350,87,3462600,8
C0101,P020,Pivot Pin PP-12,87,100050,10
C0101,P021,Boom Cylinder BC-400,73,3372600,6
C0101,P022,Control Valve CV-75,161,2720900,11
C0101,P023,Idler Wheel IW-55,114,1476300,9
C0101,P024,Track Roller TR-60,116,1194800,7
C0101,P025,Cabin Glass CG-20,171,1342350,8
C0101,P026,Grease Cartridge GC-5,83,25730,9
C0101,P027,O-Ring Set OR-50,24,11520,5
C0101,P028,Light Assembly LA-18,93,209250,7
C0101,P029,Pressure Sensor PS-90,124,489800,10
C0101,P030,Fuel Pump FP-350,211,4620900,13
C0102,P001,Hydraulic Pump HP-300,59,1445500,8
C0102,P002,Engine Oil Filter OF-90,61,43920,6
C0102,P003,Air Filter AF-120,148,185000,11
C0102,P004,Track Chain TC-45,154,6129200,10
C0102,P005,Fuel Injector FI-220,87,735150,9
C0102,P006,Alternator ALT-500,124,1388800,13
C0102,P007,Hydraulic Hose HH-60,63,91350,8
